tag_id,length,release_site,release_time
..........,64,SECTRP,04/02/2009 10:00:00
3D9.1C2D0AF5DB,163,SECTRP,04/10/2009 08:30:00
..........,58,SECTRP,04/13/2009 10:00:00
3D9.1C2CFFF525,178,SECTRP,04/13/2009 10:00:00
3D9.1C2D0003F4,170,SECTRP,04/13/2009 10:00:00
..........,48,SECTRP,04/14/2009 09:15:00
..........,64,SECTRP,04/14/2009 09:15:00
3D9.1C2D0003F4,170,SECTRP,04/14/2009 09:15:00
3D9.1C2CF56F94,96,SECTRP,04/18/2009 10:00:00
..........,63,SECTRP,04/20/2009 11:15:00
3D9.1C2CFFACF1,80,SECTRP,04/20/2009 11:15:00
3D9.1C2CFEA415,169,SECTRP,04/20/2009 11:15:00
3D9.1C2CFFF535,166,SECTRP,04/20/2009 11:15:00
3D9.1C2CFC0970,187,SECTRP,04/20/2009 11:15:00
..........,65,SECTRP,04/20/2009 11:15:00
3D9.1C2CFFFA77,190,SECTRP,04/21/2009 19:40:00
3D9.1C2D000F1D,165,SECTRP,04/21/2009 19:40:00
3D9.1C2CFB81A1,181,SECTRP,04/21/2009 19:40:00
3D9.1C2CF55B11,195,SECTRP,04/21/2009 19:40:00
3D9.1C2D0B5573,200,SECTRP,04/21/2009 19:40:00
3D9.1C2D0B071A,170,SECTRP,04/21/2009 19:40:00
3D9.1C2CFB02F5,196,SECTRP,04/21/2009 19:40:00
3D9.1C2D0AFC2D,176,SECTRP,04/21/2009 19:40:00
3D9.1C2CFE0EC5,171,SECTRP,04/21/2009 19:40:00
3D9.1C2D00072A,215,SECTRP,04/21/2009 19:40:00
3D9.1C2CFFF42D,199,SECTRP,04/21/2009 19:40:00
3D9.1C2CFD300C,183,SECTRP,04/21/2009 19:40:00
3D9.1BF1CACEFE,162,SECTRP,04/21/2009 19:40:00
3D9.1C2CFEFDE8,170,SECTRP,04/21/2009 19:40:00
..........,71,SECTRP,04/25/2009 09:00:00
..........,59,SECTRP,04/25/2009 09:00:00
..........,65,SECTRP,04/25/2009 09:00:00
..........,65,SECTRP,04/25/2009 09:00:00
..........,68,SECTRP,04/25/2009 09:00:00
..........,68,SECTRP,04/25/2009 09:00:00
..........,74,SECTRP,04/25/2009 09:00:00
3D9.1C2D001F01,127,SECTRP,04/25/2009 09:00:00
3D9.1C2D00112A,159,SECTRP,04/25/2009 09:00:00
3D9.1C2CF5599A,100,SECTRP,04/25/2009 09:00:00
..........,69,SECTRP,04/26/2009 09:15:00
..........,70,SECTRP,04/26/2009 09:15:00
..........,79,SECTRP,04/26/2009 09:15:00
3D9.1C2CFE0CE3,143,SECTRP,04/26/2009 09:15:00
3D9.1C2CFD39FC,167,SECTRP,04/26/2009 09:15:00
3D9.1C2D001FD3,181,SECTRP,04/26/2009 09:15:00
3D9.1C2CFFACE8,169,SECTRP,04/26/2009 09:15:00
3D9.1C2CFF0436,212,SECTRP,04/27/2009 11:10:00
3D9.1C2CFAFD59,168,SECTRP,04/27/2009 11:10:00
3D9.1C2CFAF2A2,186,SECTRP,04/27/2009 11:10:00
..........,57,SECTRP,04/27/2009 11:10:00
..........,64,SECTRP,04/27/2009 11:10:00
..........,61,SECTRP,04/27/2009 11:10:00
..........,55,SECTRP,04/27/2009 11:10:00
..........,76,SECTRP,04/28/2009 09:45:00
..........,77,SECTRP,04/28/2009 09:45:00
..........,61,SECTRP,04/28/2009 09:45:00
..........,66,SECTRP,04/29/2009 10:15:00
..........,76,SECTRP,04/29/2009 10:15:00
..........,45,SECTRP,04/29/2009 10:15:00
..........,65,SECTRP,04/29/2009 10:15:00
..........,68,SECTRP,04/30/2009 10:00:00
3D9.1C2CFB768D,171,SECTRP,04/30/2009 10:00:00
3D9.1C2CFE2CA0,173,SECTRP,05/02/2009 09:00:00
..........,58,SECTRP,05/03/2009 09:30:00
3D9.1C2CF55FF3,176,SECTRP,05/03/2009 09:30:00
3D9.1C2CFFB097,170,SECTRP,05/04/2009 09:30:00
3D9.1C2CF55781,186,SECTRP,05/04/2009 09:30:00
3D9.1C2D0B84B7,142,SECTRP,06/28/2009 13:15:00
3D9.1C2D091E23,67,SECTRP,06/29/2009 11:15:00
3D9.1C2CFFAD30,169,SECTRP,06/29/2009 11:15:00
3D9.1C2D09E9BA,76,SECTRP,06/30/2009 11:15:00
3D9.1C2CFE0712,83,SECTRP,06/30/2009 11:15:00
3D9.1C2D0012B6,78,SECTRP,06/30/2009 11:15:00
3D9.1C2CFAFA4D,78,SECTRP,06/30/2009 11:15:00
3D9.1C2D09C8FF,71,SECTRP,06/30/2009 11:15:00
3D9.1C2CF536BE,84,SECTRP,07/01/2009 11:15:00
3D9.1C2CFE253B,141,SECTRP,07/01/2009 11:15:00
3D9.1C2D091B5D,69,SECTRP,07/03/2009 09:15:00
3D9.1C2CFE1822,69,SECTRP,07/05/2009 10:45:00
..........,58,SECTRP,07/06/2009 08:00:00
3D9.239F838243,144,SECTRP,07/06/2009 08:00:00
3D9.1C2CFF0B71,127,SECTRP,07/07/2009 08:00:00
3D9.1C2CFF0647,138,SECTRP,07/07/2009 08:00:00
3D9.1C2CFB0525,81,SECTRP,07/07/2009 08:00:00
3D9.1C2CF56208,190,SECTRP,07/07/2009 08:00:00
3D9.239F838255,88,SECTRP,07/08/2009 08:40:00
3D9.1C2C945E69,146,SECTRP,07/09/2009 13:30:00
3D9.1C2C96C01E,159,SECTRP,07/09/2009 13:30:00
3D9.1C2C946CC5,94,SECTRP,07/09/2009 13:30:00
3D9.1C2C96B8A2,67,SECTRP,07/09/2009 13:30:00
3D9.1C2C963EB9,145,SECTRP,07/09/2009 13:30:00
3D9.1C2C962800,132,SECTRP,07/10/2009 11:30:00
3D9.1C2C948153,143,SECTRP,07/10/2009 11:30:00
3D9.1C2C96AF00,92,SECTRP,07/10/2009 11:30:00
3D9.1C2C96A9D4,126,SECTRP,07/10/2009 11:30:00
3D9.1C2C96C05F,71,SECTRP,07/12/2009 13:30:00
3D9.1C2C9489AB,101,SECTRP,07/12/2009 13:30:00
3D9.1C2C94E7AB,91,SECTRP,07/13/2009 11:30:00
3D9.1C2C96314F,85,SECTRP,07/13/2009 11:30:00
3D9.1C2C96B96E,74,SECTRP,07/13/2009 11:30:00
3D9.1C2C946789,125,SECTRP,07/13/2009 11:30:00
3D9.1C2C945DA2,95,SECTRP,07/13/2009 11:30:00
3D9.1C2C9460C0,121,SECTRP,07/13/2009 11:30:00
3D9.1C2C96CDB3,78,SECTRP,07/14/2009 12:15:00
3D9.1C2C945DA2,96,SECTRP,07/14/2009 12:15:00
3D9.1C2C946BAF,106,SECTRP,07/14/2009 12:15:00
3D9.1C2C948E5E,133,SECTRP,07/14/2009 12:15:00
3D9.1C2C96E385,84,SECTRP,07/15/2009 11:45:00
3D9.1C2C96AFA8,97,SECTRP,07/15/2009 11:45:00
3D9.1C2C946BAF,105,SECTRP,07/15/2009 11:45:00
..........,29,SECTRP,07/17/2009 12:15:00
3D9.1C2C96C825,86,SECTRP,07/17/2009 12:15:00
..........,100,SECTRP,07/18/2009 08:45:00
..........,113,SECTRP,07/18/2009 08:45:00
3D9.1C2D449785,85,SECTRP,07/20/2009 08:30:00
3D9.239F838199,140,SECTRP,07/22/2009 09:05:00
3D9.1C2C94F472,170,SECTRP,07/23/2009 10:30:00
3D9.1C2C96CE40,122,SECTRP,07/23/2009 10:30:00
..........,30,SECTRP,07/24/2009 08:45:00
3D9.1C2C946B54,116,SECTRP,07/25/2009 10:15:00
3D9.1C2C96C29D,144,SECTRP,07/25/2009 10:15:00
3D9.1C2C99F476,171,SECTRP,07/26/2009 09:50:00
3D9.1C2C96BD32,110,SECTRP,07/28/2009 10:00:00
3D9.1C2C96A1F7,159,SECTRP,07/28/2009 10:00:00
3D9.1C2C949516,142,SECTRP,07/28/2009 10:00:00
3D9.1C2C946125,78,SECTRP,07/29/2009 09:45:00
3D9.1C2C96B90A,117,SECTRP,07/29/2009 09:45:00
3D9.1C2C9467D5,140,SECTRP,07/29/2009 09:45:00
3D9.1C2C9487E2,132,SECTRP,07/30/2009 10:05:00
3D9.1C2C96C2ED,115,SECTRP,07/30/2009 10:05:00
3D9.1C2C96A67C,102,SECTRP,07/31/2009 10:25:00
3D9.1C2C948390,184,SECTRP,07/31/2009 10:25:00
3D9.1C2C99F485,68,SECTRP,07/31/2009 10:25:00
3D9.1C2C969E30,94,SECTRP,08/01/2009 10:15:00
3D9.1C2C94F543,178,SECTRP,08/02/2009 09:45:00
3D9.1C2C96B93E,180,SECTRP,08/04/2009 07:25:00
3D9.1C2C946186,182,SECTRP,08/06/2009 07:30:00
..........,177,SECTRP,08/06/2009 07:30:00
3D9.1C2C96BFFB,199,SECTRP,08/06/2009 07:30:00
3D9.1C2C96ABD5,170,SECTRP,08/06/2009 07:30:00
3D9.1C2C96BCD7,121,SECTRP,08/07/2009 07:52:00
3D9.1C2C969354,177,SECTRP,08/07/2009 07:52:00
..........,180,SECTRP,08/07/2009 07:52:00
3D9.1C2C947B74,176,SECTRP,08/07/2009 07:52:00
3D9.1C2C963D89,180,SECTRP,08/07/2009 07:52:00
3D9.1C2C969BEA,184,SECTRP,08/07/2009 07:52:00
3D9.1C2C9481F9,179,SECTRP,08/07/2009 07:52:00
3D9.1C2C949883,164,SECTRP,08/08/2009 10:45:00
..........,191,SECTRP,08/08/2009 10:45:00
3D9.1C2C99F18A,162,SECTRP,08/08/2009 10:45:00
3D9.1C2C96BACF,180,SECTRP,08/08/2009 10:45:00
3D9.1C2C94C31D,182,SECTRP,08/08/2009 10:45:00
..........,170,SECTRP,08/08/2009 10:45:00
3D9.1C2C96AB07,206,SECTRP,08/08/2009 10:45:00
3D9.1C2C9495B2,189,SECTRP,08/08/2009 10:45:00
3D9.1C2C945DB7,165,SECTRP,08/08/2009 10:45:00
3D9.1C2C946535,168,SECTRP,08/08/2009 10:45:00
..........,182,SECTRP,08/08/2009 10:45:00
3D9.1C2C96BD0E,177,SECTRP,08/08/2009 10:45:00
3D9.1C2C96CBFD,156,SECTRP,08/08/2009 10:45:00
3D9.1C2C96693F,160,SECTRP,08/08/2009 10:45:00
..........,158,SECTRP,08/08/2009 10:45:00
3D9.1C2C96BC30,148,SECTRP,08/08/2009 10:45:00
3D9.1C2C9690B0,190,SECTRP,08/08/2009 10:45:00
3D9.1C2C963CB9,146,SECTRP,08/08/2009 10:45:00
3D9.1C2C96C263,201,SECTRP,08/08/2009 10:45:00
3D9.1C2C963978,149,SECTRP,08/08/2009 10:45:00
3D9.1C2C94BC3D,148,SECTRP,08/08/2009 10:45:00
3D9.1C2C947CAE,148,SECTRP,08/08/2009 10:45:00
3D9.1C2C945D5D,178,SECTRP,08/08/2009 10:45:00
3D9.1C2C963CD9,178,SECTRP,08/08/2009 10:45:00
3D9.1C2C9463D7,152,SECTRP,08/08/2009 10:45:00
..........,174,SECTRP,08/08/2009 10:45:00
3D9.1C2C94BC23,164,SECTRP,08/08/2009 10:45:00
3D9.1C2C94F3A4,159,SECTRP,08/08/2009 10:45:00
3D9.1C2C96C093,166,SECTRP,08/08/2009 10:45:00
3D9.1C2C94F14B,176,SECTRP,08/08/2009 10:45:00
3D9.1C2C95099A,163,SECTRP,08/08/2009 10:45:00
3D9.1C2C962A25,167,SECTRP,08/08/2009 10:45:00
3D9.1C2C94948B,157,SECTRP,08/09/2009 10:30:00
3D9.1C2C946535,168,SECTRP,08/09/2009 10:30:00
3D9.1C2C96B826,131,SECTRP,08/09/2009 10:30:00
3D9.1C2C94C6F0,151,SECTRP,08/09/2009 10:30:00
3D9.1C2C96AF49,189,SECTRP,08/09/2009 10:30:00
3D9.1C2C9637CE,184,SECTRP,08/09/2009 10:30:00
3D9.1C2C99F639,177,SECTRP,08/09/2009 10:30:00
..........,198,SECTRP,08/09/2009 10:30:00
..........,183,SECTRP,08/09/2009 10:30:00
3D9.1C2C96DA24,185,SECTRP,08/09/2009 10:30:00
3D9.1C2C94EF3A,176,SECTRP,08/09/2009 10:30:00
3D9.1C2C945ED5,161,SECTRP,08/09/2009 10:30:00
3D9.1C2C947E6D,178,SECTRP,08/09/2009 10:30:00
3D9.1C2C948A94,148,SECTRP,08/09/2009 10:30:00
3D9.1C2C94F58C,180,SECTRP,08/09/2009 10:30:00
3D9.1C2C969073,185,SECTRP,08/09/2009 10:30:00
3D9.1C2C94F2D1,168,SECTRP,08/09/2009 10:30:00
3D9.1C2C94BC1D,196,SECTRP,08/09/2009 10:30:00
3D9.1C2C96C5D2,185,SECTRP,08/09/2009 10:30:00
3D9.1C2C94675B,181,SECTRP,08/09/2009 10:30:00
3D9.1C2C96C27F,189,SECTRP,08/09/2009 10:30:00
3D9.1C2C95D921,167,SECTRP,08/09/2009 10:30:00
3D9.1C2C96C09F,143,SECTRP,08/09/2009 10:30:00
3D9.1C2C94FC99,169,SECTRP,08/09/2009 10:30:00
3D9.1C2C9465EE,189,SECTRP,08/09/2009 10:30:00
3D9.1C2C96693F,159,SECTRP,08/09/2009 10:30:00
3D9.1C2C950D4A,166,SECTRP,08/09/2009 10:30:00
3D9.1C2C94615D,194,SECTRP,08/09/2009 10:30:00
3D9.1C2C94BC3D,149,SECTRP,08/09/2009 10:30:00
3D9.1C2C96C6F8,160,SECTRP,08/09/2009 10:30:00
3D9.1C2C946AD8,174,SECTRP,08/09/2009 10:30:00
3D9.1C2C94F021,173,SECTRP,08/09/2009 10:30:00
3D9.1C2C96BA9A,164,SECTRP,08/09/2009 10:30:00
3D9.1C2C9467D0,149,SECTRP,08/09/2009 10:30:00
3D9.1BF1A8AC5E,186,SECTRP,08/09/2009 10:30:00
3D9.1C2C9665E7,147,SECTRP,08/09/2009 10:30:00
3D9.1C2C96CC8D,136,SECTRP,08/09/2009 10:30:00
3D9.1C2C94F194,168,SECTRP,08/09/2009 10:30:00
3D9.1C2C96CE62,183,SECTRP,08/09/2009 10:30:00
3D9.1C2C95D18F,158,SECTRP,08/09/2009 10:30:00
3D9.1C2C95D7C7,142,SECTRP,08/09/2009 10:30:00
3D9.1C2C99F9F2,173,SECTRP,08/09/2009 10:30:00
3D9.1C2C96A722,143,SECTRP,08/09/2009 10:30:00
3D9.1C2C94D21F,77,SECTRP,08/09/2009 10:30:00
3D9.1C2C96C64E,164,SECTRP,08/09/2009 10:30:00
3D9.1C2C96E28A,178,SECTRP,08/09/2009 10:30:00
3D9.1C2C96C277,167,SECTRP,08/09/2009 10:30:00
3D9.1C2C94642B,170,SECTRP,08/09/2009 10:30:00
3D9.1C2C99F046,141,SECTRP,08/09/2009 10:30:00
..........,175,SECTRP,08/09/2009 10:30:00
3D9.1C2C96B8F5,143,SECTRP,08/09/2009 10:30:00
3D9.1C2C9461F9,180,SECTRP,08/09/2009 10:30:00
3D9.1C2C96AC89,152,SECTRP,08/09/2009 10:30:00
..........,185,SECTRP,08/09/2009 10:30:00
3D9.1C2C946D6F,161,SECTRP,08/09/2009 10:30:00
3D9.1C2C99F564,158,SECTRP,08/09/2009 10:30:00
3D9.1C2C99F5CE,163,SECTRP,08/09/2009 10:30:00
3D9.1C2C94FCDD,162,SECTRP,08/09/2009 10:30:00
3D9.1C2C96D82E,160,SECTRP,08/10/2009 09:00:00
3D9.1C2C94615D,193,SECTRP,08/10/2009 09:00:00
3D9.1C2C946D6F,163,SECTRP,08/10/2009 09:00:00
3D9.1C2C99FCC3,170,SECTRP,08/10/2009 09:00:00
3D9.1C2C99F7AC,157,SECTRP,08/10/2009 09:00:00
3D9.1C2C9464F0,186,SECTRP,08/10/2009 09:00:00
3D9.1C2C94BFD6,159,SECTRP,08/10/2009 09:00:00
3D9.1C2C94F1FD,164,SECTRP,08/10/2009 09:00:00
3D9.1C2C96A829,181,SECTRP,08/10/2009 09:00:00
3D9.1C2C96C913,166,SECTRP,08/10/2009 09:00:00
3D9.1C2C99FE76,185,SECTRP,08/10/2009 09:00:00
3D9.1C2C96C09F,147,SECTRP,08/10/2009 09:00:00
3D9.1C2C96AF50,165,SECTRP,08/10/2009 09:00:00
..........,205,SECTRP,08/10/2009 09:00:00
..........,199,SECTRP,08/10/2009 09:00:00
3D9.1C2C945ED5,161,SECTRP,08/10/2009 09:00:00
3D9.1C2C94FB16,172,SECTRP,08/10/2009 09:00:00
3D9.1C2C96C92E,161,SECTRP,08/10/2009 09:00:00
3D9.1C2C96C98E,182,SECTRP,08/10/2009 09:00:00
3D9.1C2C96E28A,181,SECTRP,08/10/2009 09:00:00
3D9.1C2C96A59A,175,SECTRP,08/10/2009 09:00:00
3D9.1C2C96A841,159,SECTRP,08/10/2009 09:00:00
3D9.1C2C946AD8,173,SECTRP,08/10/2009 09:00:00
3D9.1C2C94BC1D,198,SECTRP,08/10/2009 09:00:00
3D9.1C2C99F046,145,SECTRP,08/10/2009 09:00:00
3D9.1C2C94BFDB,197,SECTRP,08/10/2009 09:00:00
3D9.1C2C96ACF2,172,SECTRP,08/10/2009 09:00:00
3D9.1C2C94616D,149,SECTRP,08/10/2009 09:00:00
3D9.1C2C96C5D2,186,SECTRP,08/10/2009 09:00:00
3D9.1C2C99F0CB,178,SECTRP,08/10/2009 09:00:00
3D9.1C2C946273,184,SECTRP,08/10/2009 09:00:00
..........,160,SECTRP,08/10/2009 09:00:00
3D9.1C2C96C6F8,160,SECTRP,08/10/2009 09:00:00
3D9.1C2C96A9D5,148,SECTRP,08/10/2009 09:00:00
3D9.1C2C9665E7,147,SECTRP,08/10/2009 09:00:00
3D9.1C2C94C6F0,153,SECTRP,08/10/2009 09:00:00
3D9.1C2D244C53,174,SECTRP,08/10/2009 09:00:00
3D9.1C2C99F690,146,SECTRP,08/10/2009 09:00:00
3D9.1C2C2FAEB3,153,SECTRP,08/10/2009 09:00:00
3D9.1C2D249DB7,139,SECTRP,08/10/2009 09:00:00
3D9.1C2C96A722,140,SECTRP,08/10/2009 09:00:00
3D9.1C2C94DFF5,141,SECTRP,08/10/2009 09:00:00
3D9.1C2C96BA0F,187,SECTRP,08/10/2009 09:00:00
3D9.1C2C96B8AC,142,SECTRP,08/11/2009 09:30:00
..........,179,SECTRP,08/11/2009 09:30:00
3D9.1C2C96C1DC,158,SECTRP,08/11/2009 09:30:00
3D9.1C2C96C1F6,163,SECTRP,08/11/2009 09:30:00
3D9.1C2C962F3E,196,SECTRP,08/11/2009 09:30:00
3D9.1C2C96AA8E,161,SECTRP,08/11/2009 09:30:00
3D9.1C2C94F4CC,170,SECTRP,08/11/2009 09:30:00
3D9.1C2C96B6E5,146,SECTRP,08/11/2009 09:30:00
3D9.1C2C99F372,176,SECTRP,08/11/2009 09:30:00
3D9.1C2C962E7E,165,SECTRP,08/11/2009 09:30:00
3D9.1C2C96A4FB,171,SECTRP,08/11/2009 09:30:00
3D9.1C2D244C53,175,SECTRP,08/11/2009 09:30:00
3D9.1C2C96B9B9,162,SECTRP,08/11/2009 09:30:00
3D9.1C2C96BFA3,184,SECTRP,08/11/2009 09:30:00
3D9.1C2C96BDE8,185,SECTRP,08/11/2009 09:30:00
3D9.1C2C94C37E,166,SECTRP,08/11/2009 09:30:00
3D9.1C2C946529,180,SECTRP,08/11/2009 09:30:00
3D9.1C2C96B226,155,SECTRP,08/11/2009 09:30:00
3D9.1C2C962EE6,191,SECTRP,08/11/2009 09:30:00
..........,188,SECTRP,08/11/2009 09:30:00
3D9.1C2C9627F4,172,SECTRP,08/11/2009 09:30:00
3D9.1C2C94FB16,172,SECTRP,08/11/2009 09:30:00
3D9.1C2C96BCC6,139,SECTRP,08/11/2009 09:30:00
3D9.1C2C95D18F,157,SECTRP,08/11/2009 09:30:00
3D9.1C2CA1F574,148,SECTRP,08/11/2009 09:30:00
3D9.1C2C9E2744,171,SECTRP,08/11/2009 09:30:00
3D9.1C2CA3A404,172,SECTRP,08/12/2009 09:00:00
3D9.1C2C9CC897,166,SECTRP,08/12/2009 09:00:00
3D9.1C2C9E5E91,157,SECTRP,08/12/2009 09:00:00
3D9.1C2C9E1797,160,SECTRP,08/12/2009 09:00:00
3D9.1C2C9627F4,176,SECTRP,08/12/2009 09:00:00
3D9.1C2C96AECF,157,SECTRP,08/12/2009 09:00:00
3D9.1C2C950F62,163,SECTRP,08/12/2009 09:00:00
3D9.1C2C947CAE,150,SECTRP,08/12/2009 09:00:00
3D9.1C2C94C37E,167,SECTRP,08/12/2009 09:00:00
3D9.1C2CA3A971,166,SECTRP,08/12/2009 09:00:00
3D9.1C2C9E1797,160,SECTRP,08/13/2009 11:40:00
3D9.1C2C95614F,149,SECTRP,08/13/2009 11:40:00
3D9.1C2C951CD1,159,SECTRP,08/13/2009 11:40:00
3D9.1C2C9E1797,160,SECTRP,08/14/2009 12:05:00
3D9.1C2C955D00,75,SECTRP,08/15/2009 11:50:00
3D9.1C2C9E5AD4,154,SECTRP,08/15/2009 11:50:00
3D9.1BF1A8C65F,182,SECTRP,08/15/2009 11:50:00
3D9.1C2C952204,187,SECTRP,08/15/2009 11:50:00
3D9.1C2C8782C0,163,SECTRP,08/15/2009 11:50:00
3D9.1C2C955B8E,93,SECTRP,08/15/2009 11:50:00
3D9.1C2C8782C0,162,SECTRP,08/16/2009 02:30:00
3D9.1C2C9E5E8A,190,SECTRP,08/16/2009 02:30:00
3D9.1C2C954770,117,SECTRP,08/16/2009 02:30:00
3D9.1C2C951468,127,SECTRP,08/16/2009 02:30:00
..........,174,SECTRP,08/17/2009 15:00:00
3D9.1C2C9E29A3,199,SECTRP,08/18/2009 11:50:00
3D9.1C2C954C46,76,SECTRP,08/18/2009 11:50:00
3D9.1C2C9E62EB,115,SECTRP,08/19/2009 11:00:00
3D9.1C2C9514F6,110,SECTRP,08/20/2009 11:45:00
..........,180,SECTRP,08/20/2009 11:45:00
3D9.1C2C95444A,204,SECTRP,08/20/2009 11:45:00
3D9.1C2C955E64,181,SECTRP,08/20/2009 11:45:00
3D9.1C2C9E17E0,183,SECTRP,08/20/2009 11:45:00
..........,185,SECTRP,08/20/2009 11:45:00
3D9.1C2C309212,191,SECTRP,08/21/2009 08:30:00
3D9.1C2C8ED598,191,SECTRP,08/21/2009 08:30:00
3D9.1C2C9514F6,111,SECTRP,08/21/2009 08:30:00
3D9.1C2C95464B,163,SECTRP,08/22/2009 08:30:00
..........,174,SECTRP,08/22/2009 08:30:00
3D9.1C2C9503BB,183,SECTRP,08/22/2009 08:30:00
3D9.1C2C955CB4,156,SECTRP,08/22/2009 08:30:00
3D9.1C2C953D69,185,SECTRP,08/22/2009 08:30:00
..........,166,SECTRP,08/22/2009 08:30:00
3D9.1C2CA37B54,181,SECTRP,08/22/2009 08:30:00
3D9.1C2C877480,158,SECTRP,08/22/2009 08:30:00
3D9.1C2C9566BF,170,SECTRP,08/22/2009 08:30:00
3D9.1C2C9CC314,140,SECTRP,08/23/2009 08:45:00
3D9.1C2C9E5ADA,191,SECTRP,08/23/2009 08:45:00
3D9.1C2C95406F,158,SECTRP,08/23/2009 08:45:00
3D9.1C2C9512B8,178,SECTRP,08/23/2009 08:45:00
3D9.1C2C878004,172,SECTRP,08/23/2009 08:45:00
..........,180,SECTRP,08/23/2009 08:45:00
3D9.1C2CA3AEF0,163,SECTRP,08/23/2009 08:45:00
3D9.1C2C95727F,119,SECTRP,08/24/2009 08:45:00
3D9.1C2C97D2E3,184,SECTRP,08/24/2009 08:45:00
3D9.1C2C952CF2,204,SECTRP,08/24/2009 08:45:00
..........,204,SECTRP,08/24/2009 08:45:00
3D9.1C2C94C150,154,SECTRP,08/25/2009 09:15:00
3D9.1C2C954500,194,SECTRP,08/25/2009 09:15:00
..........,160,SECTRP,08/26/2009 11:00:00
3D9.1C2C95248C,164,SECTRP,08/26/2009 11:00:00
3D9.1C2C9E17B6,173,SECTRP,08/26/2009 11:00:00
3D9.1C2C968AA6,188,SECTRP,08/26/2009 11:00:00
3D9.1C2C8771AD,186,SECTRP,08/26/2009 11:00:00
..........,186,SECTRP,08/26/2009 11:00:00
3D9.1C2C9E17B6,173,SECTRP,08/27/2009 07:50:00
..........,48,SECTRP,08/29/2009 10:00:00
3D9.1C2D0869BD,173,SECTRP,08/29/2009 10:00:00
..........,48,SECTRP,08/30/2009 14:45:00
3D9.1C2D0A6D98,182,SECTRP,08/31/2009 13:10:00
3D9.1C2D09E1F3,155,SECTRP,08/31/2009 13:10:00
3D9.1C2D0B3C73,174,SECTRP,08/31/2009 13:10:00
..........,195,SECTRP,09/02/2009 13:00:00
3D9.1C2CFFF89F,178,SECTRP,09/02/2009 13:00:00
3D9.1C2D001049,147,SECTRP,09/02/2009 13:00:00
3D9.1C2D0B018F,179,SECTRP,09/03/2009 10:00:00
3D9.1C2CFD3575,170,SECTRP,09/03/2009 10:00:00
3D9.1C2CF5332F,194,SECTRP,09/04/2009 08:20:00
3D9.1C2D001BA6,96,SECTRP,09/05/2009 08:15:00
3D9.1C2CFD31A4,195,SECTRP,09/05/2009 08:15:00
3D9.1C2CF5544A,170,SECTRP,09/05/2009 08:15:00
3D9.1C2CBD4007,183,SECTRP,09/05/2009 08:15:00
3D9.1C2D2D58F0,50,SECTRP,09/08/2009 09:00:00
3D9.1C2D091752,169,SECTRP,09/08/2009 09:00:00
3D9.1C2D0BD5E2,181,SECTRP,09/09/2009 11:15:00
3D9.1C2CF580D8,184,SECTRP,09/09/2009 11:15:00
3D9.1C2CFBF481,169,SECTRP,09/10/2009 09:15:00
3D9.1C2D0863A8,177,SECTRP,09/11/2009 09:20:00
3D9.1C2CFF0D13,169,SECTRP,09/14/2009 09:55:00
3D9.1C2CFFB0E0,190,SECTRP,09/15/2009 10:05:00
3D9.1C2D0024FD,144,SECTRP,09/22/2009 08:00:00
3D9.1C2D09CA90,175,SECTRP,09/24/2009 11:45:00
3D9.1C2CF54E54,150,SECTRP,09/28/2009 08:45:00
3D9.1C2D0A6AE3,152,SECTRP,09/28/2009 08:45:00
3D9.1C2D0A1953,208,SECTRP,10/01/2009 08:45:00
3D9.1C2C96BDB8,177,SECTRP,10/02/2009 10:30:00
3D9.1C2CFFF906,192,SECTRP,10/03/2009 10:45:00
3D9.1C2D000DC3,142,SECTRP,10/03/2009 10:45:00
3D9.1C2D00097C,165,SECTRP,10/04/2009 10:20:00
3D9.1C2CF5335F,179,SECTRP,10/05/2009 10:40:00
3D9.1C2D0B543D,188,SECTRP,10/05/2009 10:40:00
3D9.1C2CFCA623,115,SECTRP,10/05/2009 10:40:00
3D9.1C2CFB82CB,170,SECTRP,10/05/2009 10:40:00
3D9.1C2D0A391B,169,SECTRP,10/06/2009 11:00:00
3D9.1C2D44DDDD,58,SECTRP,10/07/2009 11:15:00
3D9.1C2D0A72FC,156,SECTRP,10/08/2009 14:15:00
3D9.1C2CFF0B5D,170,SECTRP,10/08/2009 14:15:00
3D9.1C2CFB855A,175,SECTRP,10/09/2009 13:25:00
3D9.1C2CFE1D85,177,SECTRP,10/09/2009 13:25:00
3D9.1C2D0BC366,119,SECTRP,10/10/2009 13:15:00
3D9.1C2CF5563B,166,SECTRP,10/11/2009 13:45:00
3D9.1C2D09E608,64,SECTRP,10/13/2009 10:35:00
3D9.1C2D09DC00,96,SECTRP,10/14/2009 14:00:00
3D9.1C2D001D09,91,SECTRP,10/14/2009 14:00:00
3D9.1C2CFE1AB6,170,SECTRP,10/14/2009 14:00:00
3D9.1C2CFFAB27,180,SECTRP,10/14/2009 14:00:00
3D9.1C2D0BD0E1,205,SECTRP,10/14/2009 14:00:00
3D9.1C2D00224B,179,SECTRP,10/14/2009 14:00:00
3D9.1C2D000DD9,198,SECTRP,10/14/2009 14:00:00
3D9.1C2D000165,186,SECTRP,10/15/2009 11:30:00
3D9.1C2D44D6F7,59,SECTRP,10/15/2009 11:30:00
3D9.1C2D10B14D,172,SECTRP,10/15/2009 11:30:00
3D9.1C2D000E0F,185,SECTRP,10/15/2009 11:30:00
